,clip_name,tools_present
22468,clip_022468,"[needle driver, nan, needle driver, prograsp forceps]"
22469,clip_022469,"[needle driver, nan, needle driver, prograsp forceps]"
22470,clip_022470,"[needle driver, nan, needle driver, prograsp forceps]"
22471,clip_022471,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22472,clip_022472,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22473,clip_022473,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22474,clip_022474,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22475,clip_022475,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22476,clip_022476,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22477,clip_022477,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22478,clip_022478,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22479,clip_022479,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22480,clip_022480,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22481,clip_022481,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22482,clip_022482,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22483,clip_022483,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22484,clip_022484,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22485,clip_022485,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22486,clip_022486,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22487,clip_022487,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22488,clip_022488,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22489,clip_022489,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22490,clip_022490,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22491,clip_022491,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22492,clip_022492,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22493,clip_022493,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22494,clip_022494,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22495,clip_022495,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22496,clip_022496,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22497,clip_022497,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22498,clip_022498,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22499,clip_022499,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22500,clip_022500,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22501,clip_022501,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22502,clip_022502,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22503,clip_022503,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22504,clip_022504,"[needle driver, nan, needle driver, cadiere forceps]"
22505,clip_022505,"[needle driver, nan, needle driver, cadiere forceps]"
22506,clip_022506,"[needle driver, nan, needle driver, cadiere forceps]"
22507,clip_022507,"[needle driver, nan, needle driver, cadiere forceps]"
22508,clip_022508,"[needle driver, nan, needle driver, cadiere forceps]"
22509,clip_022509,"[needle driver, nan, needle driver, cadiere forceps]"
22510,clip_022510,"[needle driver, nan, needle driver, cadiere forceps]"
22511,clip_022511,"[needle driver, nan, needle driver, cadiere forceps]"
22512,clip_022512,"[needle driver, nan, needle driver, cadiere forceps]"
22513,clip_022513,"[needle driver, nan, needle driver, cadiere forceps]"
22514,clip_022514,"[needle driver, nan, needle driver, cadiere forceps]"
22515,clip_022515,"[needle driver, nan, needle driver, cadiere forceps]"
22516,clip_022516,"[needle driver, nan, needle driver, cadiere forceps]"
22517,clip_022517,"[needle driver, nan, needle driver, cadiere forceps]"
22518,clip_022518,"[needle driver, nan, needle driver, cadiere forceps]"
22519,clip_022519,"[needle driver, nan, needle driver, cadiere forceps]"
22520,clip_022520,"[needle driver, nan, needle driver, cadiere forceps]"
22521,clip_022521,"[needle driver, nan, needle driver, cadiere forceps]"
22522,clip_022522,"[needle driver, nan, needle driver, cadiere forceps]"
22523,clip_022523,"[needle driver, nan, needle driver, cadiere forceps]"
22524,clip_022524,"[needle driver, nan, needle driver, cadiere forceps]"
22525,clip_022525,"[needle driver, nan, needle driver, cadiere forceps]"
22526,clip_022526,"[needle driver, nan, needle driver, cadiere forceps]"
22527,clip_022527,"[needle driver, nan, needle driver, cadiere forceps]"
22528,clip_022528,"[needle driver, nan, needle driver, cadiere forceps]"
22529,clip_022529,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22530,clip_022530,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22531,clip_022531,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22532,clip_022532,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22533,clip_022533,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22534,clip_022534,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22535,clip_022535,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22536,clip_022536,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22537,clip_022537,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22538,clip_022538,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22539,clip_022539,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22540,clip_022540,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22541,clip_022541,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22542,clip_022542,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22543,clip_022543,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22544,clip_022544,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22545,clip_022545,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22546,clip_022546,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22547,clip_022547,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
22548,clip_022548,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
22549,clip_022549,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
22550,clip_022550,"[needle driver, nan, monopolar curved scissors, cadiere forceps]"
22551,clip_022551,"[needle driver, nan, needle driver, cadiere forceps]"
22552,clip_022552,"[needle driver, nan, needle driver, cadiere forceps]"
22553,clip_022553,"[needle driver, nan, needle driver, cadiere forceps]"
22554,clip_022554,"[needle driver, nan, needle driver, cadiere forceps]"
22555,clip_022555,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22556,clip_022556,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22557,clip_022557,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22558,clip_022558,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22559,clip_022559,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22560,clip_022560,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22561,clip_022561,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22562,clip_022562,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22563,clip_022563,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22564,clip_022564,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22565,clip_022565,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22566,clip_022566,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22567,clip_022567,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22568,clip_022568,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22569,clip_022569,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22570,clip_022570,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22571,clip_022571,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22572,clip_022572,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22573,clip_022573,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22574,clip_022574,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22575,clip_022575,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22576,clip_022576,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22577,clip_022577,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22578,clip_022578,"[bipolar forceps, nan, clip applier , cadiere forceps]"
22579,clip_022579,"[bipolar forceps, nan, clip applier , cadiere forceps]"
22580,clip_022580,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22581,clip_022581,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22582,clip_022582,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22583,clip_022583,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22584,clip_022584,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22585,clip_022585,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22586,clip_022586,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22587,clip_022587,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22588,clip_022588,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22589,clip_022589,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22590,clip_022590,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22591,clip_022591,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22592,clip_022592,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22593,clip_022593,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22594,clip_022594,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22595,clip_022595,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22596,clip_022596,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22597,clip_022597,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22598,clip_022598,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22599,clip_022599,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22600,clip_022600,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22601,clip_022601,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22602,clip_022602,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22603,clip_022603,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
22604,clip_022604,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22605,clip_022605,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22606,clip_022606,"[bipolar forceps, nan, needle driver, cadiere forceps]"
22607,clip_022607,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22608,clip_022608,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22609,clip_022609,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22610,clip_022610,"[bipolar forceps, nan, stapler, cadiere forceps]"
22611,clip_022611,"[bipolar forceps, nan, stapler, cadiere forceps]"
22612,clip_022612,"[needle driver, nan, needle driver, prograsp forceps]"
22613,clip_022613,"[needle driver, nan, needle driver, prograsp forceps]"
22614,clip_022614,"[needle driver, nan, needle driver, prograsp forceps]"
22615,clip_022615,"[needle driver, nan, needle driver, prograsp forceps]"
22616,clip_022616,"[needle driver, nan, needle driver, prograsp forceps]"
22617,clip_022617,"[needle driver, nan, needle driver, prograsp forceps]"
22618,clip_022618,"[needle driver, nan, needle driver, prograsp forceps]"
22619,clip_022619,"[needle driver, nan, needle driver, prograsp forceps]"
22620,clip_022620,"[needle driver, nan, needle driver, cadiere forceps]"
22621,clip_022621,"[needle driver, nan, needle driver, cadiere forceps]"
22622,clip_022622,"[needle driver, nan, needle driver, cadiere forceps]"
22623,clip_022623,"[needle driver, nan, needle driver, cadiere forceps]"
22624,clip_022624,"[needle driver, nan, needle driver, cadiere forceps]"
22625,clip_022625,"[needle driver, nan, needle driver, cadiere forceps]"
22626,clip_022626,"[needle driver, nan, needle driver, cadiere forceps]"
22627,clip_022627,"[needle driver, nan, needle driver, cadiere forceps]"
22628,clip_022628,"[needle driver, nan, needle driver, cadiere forceps]"
22629,clip_022629,"[needle driver, nan, needle driver, cadiere forceps]"
22630,clip_022630,"[needle driver, nan, needle driver, cadiere forceps]"
22631,clip_022631,"[needle driver, nan, needle driver, cadiere forceps]"
22632,clip_022632,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22633,clip_022633,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22634,clip_022634,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22635,clip_022635,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22636,clip_022636,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22637,clip_022637,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22638,clip_022638,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22639,clip_022639,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22640,clip_022640,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22641,clip_022641,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22642,clip_022642,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22643,clip_022643,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22644,clip_022644,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22645,clip_022645,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22646,clip_022646,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22647,clip_022647,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22648,clip_022648,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22649,clip_022649,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22650,clip_022650,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22651,clip_022651,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22652,clip_022652,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22653,clip_022653,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22654,clip_022654,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22655,clip_022655,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22656,clip_022656,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22657,clip_022657,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22658,clip_022658,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22659,clip_022659,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22660,clip_022660,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22661,clip_022661,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22662,clip_022662,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22663,clip_022663,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22664,clip_022664,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22665,clip_022665,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22666,clip_022666,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22667,clip_022667,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22668,clip_022668,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22669,clip_022669,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22670,clip_022670,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22671,clip_022671,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22672,clip_022672,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22673,clip_022673,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22674,clip_022674,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22675,clip_022675,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22676,clip_022676,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22677,clip_022677,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22678,clip_022678,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22679,clip_022679,"[force bipolar, nan, monopolar curved scissors, cadiere forceps]"
22680,clip_022680,"[force bipolar, nan, monopolar curved scissors, cadiere forceps]"
22681,clip_022681,"[force bipolar, nan, monopolar curved scissors, cadiere forceps]"
22682,clip_022682,"[force bipolar, nan, monopolar curved scissors, cadiere forceps]"
22683,clip_022683,"[needle driver, nan, needle driver, cadiere forceps]"
22684,clip_022684,"[needle driver, nan, needle driver, cadiere forceps]"
22685,clip_022685,"[needle driver, nan, needle driver, cadiere forceps]"
22686,clip_022686,"[needle driver, nan, needle driver, cadiere forceps]"
22687,clip_022687,"[needle driver, nan, needle driver, cadiere forceps]"
22688,clip_022688,"[needle driver, nan, needle driver, cadiere forceps]"
22689,clip_022689,"[needle driver, nan, needle driver, cadiere forceps]"
22690,clip_022690,"[needle driver, nan, needle driver, cadiere forceps]"
22691,clip_022691,"[needle driver, nan, needle driver, cadiere forceps]"
22692,clip_022692,"[needle driver, nan, needle driver, cadiere forceps]"
22693,clip_022693,"[needle driver, nan, needle driver, cadiere forceps]"
22694,clip_022694,"[needle driver, nan, needle driver, cadiere forceps]"
22695,clip_022695,"[needle driver, nan, needle driver, cadiere forceps]"
22696,clip_022696,"[needle driver, nan, needle driver, cadiere forceps]"
22697,clip_022697,"[needle driver, nan, needle driver, cadiere forceps]"
22698,clip_022698,"[needle driver, nan, needle driver, cadiere forceps]"
22699,clip_022699,"[needle driver, nan, needle driver, cadiere forceps]"
22700,clip_022700,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22701,clip_022701,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22702,clip_022702,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22703,clip_022703,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22704,clip_022704,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22705,clip_022705,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22706,clip_022706,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22707,clip_022707,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22708,clip_022708,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22709,clip_022709,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22710,clip_022710,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22711,clip_022711,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22712,clip_022712,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22713,clip_022713,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22714,clip_022714,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22715,clip_022715,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22716,clip_022716,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22717,clip_022717,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22718,clip_022718,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22719,clip_022719,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22720,clip_022720,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22721,clip_022721,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22722,clip_022722,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22723,clip_022723,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22724,clip_022724,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22725,clip_022725,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22726,clip_022726,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22727,clip_022727,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22728,clip_022728,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22729,clip_022729,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22730,clip_022730,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22731,clip_022731,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22732,clip_022732,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22733,clip_022733,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22734,clip_022734,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22735,clip_022735,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22736,clip_022736,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22737,clip_022737,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22738,clip_022738,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22739,clip_022739,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22740,clip_022740,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22741,clip_022741,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22742,clip_022742,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22743,clip_022743,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22744,clip_022744,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22745,clip_022745,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22746,clip_022746,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22747,clip_022747,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22748,clip_022748,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22749,clip_022749,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22750,clip_022750,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22751,clip_022751,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22752,clip_022752,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
22753,clip_022753,"[needle driver, nan, needle driver, cadiere forceps]"
22754,clip_022754,"[needle driver, nan, needle driver, cadiere forceps]"
22755,clip_022755,"[needle driver, nan, needle driver, cadiere forceps]"
22756,clip_022756,"[needle driver, nan, needle driver, cadiere forceps]"
22757,clip_022757,"[needle driver, nan, needle driver, cadiere forceps]"
22758,clip_022758,"[needle driver, nan, needle driver, cadiere forceps]"
22759,clip_022759,"[needle driver, nan, needle driver, cadiere forceps]"
22760,clip_022760,"[needle driver, nan, needle driver, cadiere forceps]"
22761,clip_022761,"[needle driver, nan, needle driver, cadiere forceps]"
22762,clip_022762,"[needle driver, nan, needle driver, cadiere forceps]"
22763,clip_022763,"[needle driver, nan, needle driver, cadiere forceps]"
22764,clip_022764,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22765,clip_022765,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22766,clip_022766,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22767,clip_022767,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22768,clip_022768,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22769,clip_022769,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22770,clip_022770,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22771,clip_022771,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22772,clip_022772,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22773,clip_022773,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22774,clip_022774,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22775,clip_022775,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22776,clip_022776,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22777,clip_022777,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22778,clip_022778,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22779,clip_022779,"[cadiere forceps, bipolar forceps, nan, clip applier ]"
22780,clip_022780,"[cadiere forceps, bipolar forceps, nan, clip applier ]"
22781,clip_022781,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22782,clip_022782,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22783,clip_022783,"[cadiere forceps, bipolar forceps, nan, monopolar curved scissors]"
22784,clip_022784,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22785,clip_022785,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22786,clip_022786,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22787,clip_022787,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22788,clip_022788,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22789,clip_022789,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22790,clip_022790,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22791,clip_022791,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
22792,clip_022792,"[needle driver, nan, needle driver, prograsp forceps]"
22793,clip_022793,"[needle driver, nan, needle driver, prograsp forceps]"
22794,clip_022794,"[needle driver, nan, needle driver, prograsp forceps]"
22795,clip_022795,"[needle driver, nan, needle driver, prograsp forceps]"
22796,clip_022796,"[needle driver, nan, needle driver, prograsp forceps]"
22797,clip_022797,"[needle driver, nan, needle driver, prograsp forceps]"
22798,clip_022798,"[needle driver, nan, needle driver, prograsp forceps]"
22799,clip_022799,"[needle driver, nan, needle driver, prograsp forceps]"
22800,clip_022800,"[needle driver, nan, needle driver, prograsp forceps]"
22801,clip_022801,"[needle driver, nan, needle driver, prograsp forceps]"
22802,clip_022802,"[needle driver, nan, needle driver, prograsp forceps]"
22803,clip_022803,"[needle driver, nan, needle driver, prograsp forceps]"
22804,clip_022804,"[needle driver, nan, needle driver, prograsp forceps]"
22805,clip_022805,"[needle driver, nan, needle driver, prograsp forceps]"
22806,clip_022806,"[needle driver, nan, needle driver, prograsp forceps]"
22807,clip_022807,"[needle driver, nan, needle driver, cadiere forceps]"
22808,clip_022808,"[needle driver, nan, needle driver, cadiere forceps]"
22809,clip_022809,"[needle driver, nan, needle driver, cadiere forceps]"
22810,clip_022810,"[needle driver, nan, needle driver, cadiere forceps]"
22811,clip_022811,"[needle driver, nan, needle driver, cadiere forceps]"
22812,clip_022812,"[needle driver, nan, needle driver, cadiere forceps]"
22813,clip_022813,"[needle driver, nan, needle driver, cadiere forceps]"
22814,clip_022814,"[needle driver, nan, needle driver, cadiere forceps]"
22815,clip_022815,"[needle driver, nan, needle driver, cadiere forceps]"
22816,clip_022816,"[needle driver, nan, needle driver, cadiere forceps]"
22817,clip_022817,"[needle driver, nan, needle driver, cadiere forceps]"
22818,clip_022818,"[needle driver, nan, needle driver, cadiere forceps]"
22819,clip_022819,"[needle driver, nan, needle driver, cadiere forceps]"
22820,clip_022820,"[needle driver, nan, needle driver, cadiere forceps]"
22821,clip_022821,"[needle driver, nan, needle driver, cadiere forceps]"
22822,clip_022822,"[needle driver, nan, needle driver, cadiere forceps]"
22823,clip_022823,"[needle driver, nan, needle driver, cadiere forceps]"
22824,clip_022824,"[needle driver, nan, needle driver, cadiere forceps]"
22825,clip_022825,"[needle driver, nan, needle driver, cadiere forceps]"
22826,clip_022826,"[needle driver, nan, needle driver, cadiere forceps]"
22827,clip_022827,"[needle driver, nan, needle driver, cadiere forceps]"
